pid,name,tid,team,pos,age,hgt_display_in,hgt_display_cm,hgt_rating,ovr,pot,valueNoPot,skills,contract_amount,ptModifier,usageBias,season,stre,spd,jmp,endu,ins,dnk,ft,fg,tp,oiq,diq,drb,pss,reb,gp,mpg,per,usgp,obpm,dbpm,pm100,onOff100
860,Javonte Cooke,-1,FA,SG,26,78,198.1,44,33,36,32.709033209281586,,1300,1,1,2025,30,46,49,36,39,49,38,58,42,44,28,33,37,44,0,0,0,0,0,0,0,0
863,Sharife Cooper,5,DET,PG,24,73,185.4,26,44,51,43.14966439511876,Ps,4950,1,1,2025,30,59,41,46,36,61,56,48,42,64,28,63,70,44,29,6.6,19.2480012523167,18.575086286441714,3.8692071711545246,0.9696209760712877,7.480185627434573,4.533007337083607
867,Cedric Coward,7,ATL,SG,22,78,198.1,55,55,62,52.09328189773389,,7370,1,1,2025,48,54,53,23,41,71,57,69,58,60,40,49,45,65,0,0,0,0,0,0,0,0
871,LJ Cryer,-1,FA,PG,24,73,185.4,25,38,47,37.11454427483892,,1440,1,1,2025,39,52,31,31,39,61,69,74,55,50,27,56,65,56,0,0,0,0,0,0,0,0
872,Cui Yongxi,-1,FA,SG,22,78,198.1,41,29,44,28.709371144439366,,2090,1,1,2025,27,43,45,32,18,42,48,39,41,31,30,33,40,48,0,0,0,0,-5.447992855208588,-3.72444545646969,0,-1.5615755037551586
875,Cade Cunningham,29,CHA,G,24,78,198.1,45,59,64,54.86473125839595,,9030,1,1,2025,59,45,46,70,46,76,64,56,42,71,49,48,56,70,56,22.45,14.839123945938807,18.072635368602022,0.036853171768116866,-1.263915778180455,6.161970947654679,4.640434015537464
876,Pacome Dadiet,11,HOU,SG,20,79,200.7,55,44,65,41.91623284041882,,9040,1,1,2025,33,56,45,38,33,36,49,68,50,46,36,43,34,51,46,6.94,3.7779330740021413,13.701039746307988,-6.1840693287878565,-3.2601367393881944,-10.825460617273878,-5.477495439435739
877,Dyson Daniels,1,NYK,G,22,80,203.2,49,65,74,60.60467028526251,Dp,5900,1,1,2025,45,69,58,64,46,60,47,40,47,62,68,57,61,63,74,31.12,18.42283984106808,16.63628184407797,1.793764714204083,0.9794496713521825,-3.5789371197548334,-0.10127139119994395
880,JD Davison,-1,FA,G,23,73,185.4,33,33,41,32.430932129297915,,2430,1,1,2025,37,60,66,40,22,53,43,34,42,34,21,44,42,51,4,1.32,0,23.072405008888747,6.903269646941082,-0.9067596635261879,18.217123494745632,15.237254076668972
881,Johnny Davis,-1,FA,SG,23,77,195.6,45,39,46,37.69811579587925,,2430,1,1,2025,44,51,50,44,49,50,46,44,43,45,35,31,31,54,14,3.31,6.424762254708944,11.39584077139165,-4.405367235141516,-1.4703803516002019,2.0480568154986636,-0.6779200251946588
882,Terence Davis,13,PHO,SG,28,76,193,37,60,61,55.69412603908162,"3,V",6440,1,1,2025,67,61,52,47,62,72,51,60,64,59,49,61,56,68,42,24.78,13.917560496034588,23.419662302176942,0.24907851154118799,-0.7928762478143758,1.827651975131037,-2.591920441934856
888,Egor Demin,20,DEN,PG,19,81,205.7,53,38,69,37.11454427483892,,9960,1,1,2025,16,41,39,59,26,8,43,71,59,43,35,39,50,50,0,0,0,0,0,0,0,0
890,RayJ Dennis,-1,FA,PG,24,74,188,29,38,46,36.718056822277184,,2320,1,1,2025,37,55,41,30,33,51,44,42,42,45,40,54,54,55,3,2.23,0,24.9794393540436,5.6630083111845675,1.334793334096089,42.49574839220733,48.72262093982556
896,Gradey Dick,25,ORL,SG,22,78,198.1,44,56,66,51.907436055065105,3,5010,1,1,2025,42,56,45,68,43,51,63,61,69,59,42,48,41,54,80,22.1,11.008741750433623,21.447232728788027,-1.8738476282699166,-1.9413932063401598,-12.510919815093075,-5.040604440393159
899,Rob Dillingham,16,POR,PG,20,73,185.4,29,41,64,39.38617411944176,,7600,1,1,2025,13,65,44,47,55,7,54,84,49,63,39,39,49,49,4,1.92,0,15.728375844931758,-4.410832502476499,1.818753889324527,6.2012325365781775,8.316433768914115
901,Donte DiVincenzo,7,ATL,SG,28,76,193,43,58,60,53.36110324636894,3,3710,1,1,2025,55,54,56,50,44,50,59,65,75,45,54,58,55,52,69,18.82,10.336721544639648,17.16876035867198,-2.1907893745425664,-1.2477305529079254,-3.227608770160768,-3.660850964419855
904,Luka Dončić,23,NOL,G,26,78,198.1,48,74,77,68.87882368529775,"A,Di,Dp,Po,Ps,R,V",41200,1,1,2025,85,62,57,72,79,67,40,39,49,77,67,72,79,77,78,36.82,24.573985600587218,23.39926735916285,6.297514075291957,4.113714027767244,1.3754567274499763,5.4890793990661395
906,Ayo Dosunmu,11,HOU,SG,25,77,195.6,46,69,72,63.19500370832197,"3,Di,Dp",20650,1,1,2025,66,64,61,69,52,70,38,62,65,67,65,58,62,71,54,36,20.209541465759873,21.52476795349436,4.268784041814891,2.794161203675692,-2.265478540729096,6.9590628402549015
907,Devon Dotson,21,IND,PG,26,74,188,30,66,68,61.3674391379069,"3,Ps,V",6860,1,1,2025,49,66,60,54,54,80,72,68,83,60,67,67,68,55,68,33.33,18.64997619483816,26.526519505229967,2.4355894560534663,0.3500400525322922,1.0078752090820795,4.619165360061393
924,Joshua Obiesie,-1,FA,PG,25,78,198.1,50,31,35,30.67425471550468,,2940,1,1,2025,28,46,42,21,20,40,49,27,34,34,24,51,55,22,0,0,0,0,0,0,0,0
932,Justinian Jessup,6,PHI,SG,27,79,200.7,48,52,53,49.40456608231752,3,2340,1,1,2025,38,49,47,44,48,64,91,68,73,55,39,39,36,58,72,6.53,13.678913166362976,19.146842941769265,0.34228108821650416,-0.6675746256313593,8.472323022218543,1.7303094874519556
938,Yam Madar,-1,FA,PG,24,75,190.5,32,44,55,41.96847002475079,,2720,1,1,2025,32,50,39,47,25,57,58,46,44,59,42,56,53,40,18,3.66,1.2088290876664267,19.965931867569946,-8.270063367472899,-5.809135018527458,-14.225394190237674,-17.27462452952861
940,DJ Steward,4,LAL,SG,23,74,188,29,52,61,49.178399946119576,,2620,1,1,2025,32,69,43,48,34,51,68,57,46,66,48,52,37,70,64,10.05,11.292994916065972,16.61333018116505,-2.419193357459142,-1.4052043245163723,-3.8329085514728165,-4.603635327251499
941,D.J. Stewart Jr.,2,GSW,SG,25,78,198.1,44,53,58,50.24383164799272,,2790,1,1,2025,51,57,62,42,35,56,66,50,50,52,44,46,46,49,42,16.84,11.309760154122182,14.695637146915285,-2.185920763770566,-1.6166432008419251,-1.2960920097696247,-0.38602019723292597
942,John Petty Jr.,9,CHI,PG,26,77,195.6,40,48,55,45.43427741663136,,2590,1,1,2025,29,64,44,52,26,65,49,54,59,49,35,56,44,57,18,8.72,6.963598834703768,16.114825997223562,-3.868392905066607,-2.108536462152569,4.05238954257282,1.5118738827778724
943,Kyree Walker,15,CLE,SG,24,76,193,38,38,52,36.81098287928227,,1430,1,1,2025,38,57,58,32,32,30,42,50,55,45,34,46,36,32,16,3.75,3.277308050440589,16.573456816400277,-7.029416969508582,-3.3548354214934024,-24.375888660380376,-24.012295772117675
944,Jaylin Galloway,14,LAC,G,22,78,198.1,44,45,58,42.88147879418692,,2610,1,1,2025,30,55,53,59,44,59,67,50,43,45,38,40,43,43,36,5.93,4.925047514705882,17.03175656305828,-6.810596198240867,-1.8360237248590563,-12.92509257097563,-18.775496991032064
950,Erik Stevenson,-1,FA,G,26,76,193,37,22,26,22.49938703313635,,2090,1,1,2025,22,37,31,20,30,35,65,56,60,27,22,27,32,28,0,0,0,0,0,0,0,0
955,Jaxson Robinson,-1,FA,SG,22,79,200.7,48,30,48,30.065726569947177,,1300,1,1,2025,33,49,44,17,35,31,59,43,58,32,22,32,39,30,0,0,0,0,0,0,0,0
956,Lamont Butler,-1,FA,PG,23,74,188,29,33,41,32.709033209281586,,1300,1,1,2025,45,53,48,27,15,37,42,44,45,37,30,52,47,24,0,0,0,0,0,0,0,0
1188,Alex Ducas,-1,FA,SG,25,78,198.1,49,36,40,34.94474781086879,,2090,1,1,2025,40,41,41,27,42,31,56,58,60,41,31,38,37,53,0,0,0,0,0,0,0,0
1196,VJ Edgecombe,11,HOU,SG,20,77,195.6,43,57,74,53.855486323956825,,13890,1,1,2025,38,70,67,48,51,59,51,83,56,60,44,42,50,61,0,0,0,0,0,0,0,0
1197,Anthony Edwards,26,MIN,SG,24,76,193,41,68,73,61.989480223446066,"A,Dp,Po,V",18690,1,1,2025,79,69,75,76,63,76,61,64,55,76,51,58,34,60,82,36.42,15.974646584247113,23.86135525004164,0.6303858111573675,-1.2682111939739187,-5.415652018286453,2.941253386162584
1205,Keon Ellis,-1,FA,SG,25,78,198.1,42,35,39,34.05472607687932,,2430,1,1,2025,26,61,48,34,19,63,66,41,43,37,28,40,34,59,0,0,0,0,0,0,0,0
1208,Tyson Etienne,-1,FA,PG,26,74,188,29,43,50,41.16742819973501,,2090,1,1,2025,46,61,49,44,32,56,55,47,43,38,50,44,45,45,0,0,0,0,0,0,0,0
1213,Jeremiah Fears,25,ORL,PG,19,76,193,37,44,74,42.40115755350774,,12320,1,1,2025,17,67,39,42,57,58,57,76,39,61,35,50,43,58,0,0,0,0,0,0,0,0
1218,Adam Flagler,-1,FA,SG,26,75,190.5,33,40,43,38.46593770828517,,2350,1,1,2025,29,52,51,35,28,55,59,43,58,49,38,46,43,50,0,0,0,0,0,0,0,0
1225,Trent Forrest,-1,FA,G,27,76,193,38,52,55,49.05096978270269,,2820,1,1,2025,59,62,61,37,50,67,69,52,38,50,43,44,46,64,0,0,0,0,0,0,0,0
1234,Johnny Furphy,4,LAL,SG,21,80,203.2,50,42,61,40.38670236077016,,2990,1,1,2025,23,55,60,32,24,38,53,52,48,46,43,36,35,56,18,4.59,13.86398234722454,12.00723391013736,0.5286736885752763,0.02276136877831547,-13.778641282214615,-14.096145663073704
1238,Myron Gardner,-1,FA,G,24,78,198.1,44,39,49,37.995646487950395,,1490,1,1,2025,47,48,44,30,31,32,52,54,52,44,36,41,40,66,0,0,0,0,0,0,0,0
1239,Darius Garland,15,CLE,G,25,73,185.4,33,58,61,54.17430683909973,3,20240,1,1,2025,42,55,50,63,48,68,58,46,60,65,53,63,48,50,46,30.11,11.841766014755699,16.85886136106037,-1.14501430188274,-1.0289866064893385,-3.029796430650479,-3.54443890672426
1245,Keyonte George,8,WAS,G,22,76,193,42,54,67,50.31929644538593,,9450,1,1,2025,45,60,52,80,43,63,63,47,49,59,30,47,50,57,73,15.91,11.40820418816632,18.680049101258316,-1.6488015963173823,-1.6454395546237035,0.41101657046496937,2.9942499831319487
1246,Kyshawn George,12,MIL,SG,22,79,200.7,52,45,58,42.82543333239268,,1150,1,1,2025,31,49,60,30,35,51,54,71,48,49,41,41,42,45,38,7.16,5.830007232350899,15.990918463327077,-4.725315015968269,-3.097165775808989,-1.2468011596472681,-13.00676597473474
1248,Keshon Gilbert,8,WAS,G,22,76,193,37,38,55,37.11454427483892,,1300,1,1,2025,40,57,41,31,36,62,53,39,38,34,38,55,56,48,0,0,0,0,0,0,0,0
1250,Shai Gilgeous-Alexander,10,OKC,G,27,78,198.1,41,60,63,56.50583737804526,Dp,21190,1,1,2025,60,70,71,59,43,47,50,47,40,44,55,66,64,47,73,27.14,15.486566592586591,16.104300423163977,-0.12603185408716389,1.5459457947591426,0.38513796229001573,0.9921410631729687
1256,Hugo González,1,NYK,SG,19,78,198.1,46,43,68,41.52005534039627,,9170,1,1,2025,42,54,65,33,22,28,45,37,52,41,47,34,35,66,0,0,0,0,0,0,0,0
1258,Jordan Goodwin,-1,FA,G,27,75,190.5,33,40,41,38.45727744863787,,2510,1,1,2025,37,59,50,41,35,62,4,35,48,52,40,27,45,67,0,0,0,0,0,0,0,0
1259,Jazian Gortman,-1,FA,PG,22,74,188,29,25,38,25.660215504389836,,1300,1,1,2025,29,52,43,16,27,44,26,37,36,29,26,43,41,40,0,0,0,0,0,0,0,0
1266,Jalen Green,10,OKC,SG,23,76,193,45,72,78,68.5696856509788,"A,Dp,Po,V",34650,1,1,2025,58,77,78,91,78,100,69,94,56,74,51,55,60,56,70,37.17,28.216131853097618,38.28982315016397,8.917712839848072,1.476818557172015,3.189978431206057,9.683097302786292
1267,Josh Green,5,DET,SG,25,77,195.6,43,50,56,47.285696075175274,,2720,1,1,2025,56,60,60,42,37,56,34,57,55,53,39,39,37,40,19,4.12,25.085865290151027,16.371129682286043,8.482163015052592,-1.422618151475433,5.586538136117402,5.773889322697057
1269,Quentin Grimes,29,CHA,SG,25,77,195.6,37,58,63,53.631044430882355,3,4290,1,1,2025,47,53,43,61,36,62,62,69,64,71,57,41,41,59,75,16.27,11.0077145066944,17.78138037852488,-2.1301019166270474,-1.8494198376374427,-1.341063024080003,-6.284605319746827
1276,Tyrese Haliburton,17,UTA,G,25,77,195.6,41,58,63,54.07617784272233,Ps,16090,0,1,2025,42,46,34,56,59,63,47,59,41,76,51,68,71,45,71,28.5,13.444853961545904,18.097758640233117,0.29651274275982153,-0.5136660668856168,5.737821936501813,-2.0184956978179733
1283,R.J. Hampton,16,POR,G,24,76,193,40,59,65,55.4542761031736,,4140,1,1,2025,46,67,64,49,45,64,57,61,43,59,50,60,64,48,82,20.49,16.42250921751514,19.254159887131816,1.9807228917221202,0.9754458315876455,-2.157129543851952,-0.10047669320120292
1285,Jaden Hardy,19,SA,SG,23,76,193,37,48,61,45.526100685206956,,3740,1,1,2025,27,69,72,76,39,59,46,64,52,49,26,52,37,48,59,5.38,7.010766929613444,16.229920210863103,-4.601388484677539,-2.128642399988154,-12.355610615982378,-9.960367825562397
1286,Elijah Harkless,-1,FA,SG,25,75,190.5,40,37,41,35.83370215213539,,2090,1,1,2025,36,51,49,35,34,48,59,56,44,39,30,50,46,63,0,0,0,0,0,0,0,0
1287,Dylan Harper,8,WAS,SG,19,78,198.1,45,51,74,48.568873045288015,,14680,1,1,2025,40,70,52,28,48,64,47,79,39,55,36,57,48,57,0,0,0,0,0,0,0,0
1288,Jared Harper,4,LAL,PG,28,70,177.8,19,58,58,55.53805441059677,"3,B,Ps",6110,1,1,2025,46,66,47,59,40,67,73,65,64,63,45,74,70,24,67,25.05,16.425221313870914,20.248180379417906,2.6017995613450893,0.1438821902649856,-3.334789632247531,-5.82204661984698
1290,Jalen Harris,-1,FA,SG,27,77,195.6,40,39,42,37.918914743523416,,2720,1,1,2025,42,55,37,28,41,50,60,34,47,38,39,50,43,53,0,0,0,0,0,0,0,0
1295,Jordan Hawkins,22,DAL,SG,23,77,195.6,44,59,67,54.15832584122616,3,6190,1,1,2025,48,52,49,73,38,58,65,74,71,67,49,43,43,58,77,20.52,11.395208091116814,19.645447088194476,-1.4368830373335841,-1.084024454157686,0.06007451023678892,1.056936480063182
1297,Killian Hayes,3,SAC,PG,24,77,195.6,37,47,56,45.49475572804264,,2610,1,1,2025,38,49,41,41,35,56,63,53,34,61,44,57,59,46,22,3.29,12.041008911237475,22.801977602584753,-2.5940954062031274,-1.7352989579943348,-3.3058457355458675,-2.3180486277180536
1298,Scoot Henderson,14,LAC,PG,21,75,190.5,38,63,75,59.12764002196773,"A,Dp,V",11530,1,1,2025,56,75,77,74,59,79,55,74,42,60,45,59,56,67,69,30.49,18.27050638674245,22.026705414058597,2.070934172318589,0.21176448850231466,2.487139944990397,-5.029131869470449
1301,Chucky Hepburn,22,DAL,PG,22,74,188,31,37,58,36.23344206172746,,1300,1,1,2025,33,61,47,23,28,59,61,47,30,39,43,56,52,48,0,0,0,0,0,0,0,0
1303,Tyler Herro,21,IND,SG,25,77,195.6,41,50,55,47.34460132550333,3,5530,1,1,2025,43,53,50,52,46,70,57,68,64,48,32,56,47,66,78,7.22,12.864116612968317,20.932617202572025,-0.755196972655082,-1.9241758329068905,4.224450714804828,6.0563523146434255
1311,Aaron Holiday,23,NOL,PG,29,72,182.9,35,58,58,54.39474945113181,3,4400,1,1,2025,59,53,55,53,50,53,68,70,77,46,48,68,66,49,70,23.18,14.348972281564754,19.94109493246747,0.9345684535331369,-0.5687259273446355,4.252725165115207,7.434611032846611
1315,Jalen Hood-Schifino,0,BOS,SG,22,78,198.1,42,57,69,52.50406582089912,,2340,1,1,2025,60,60,60,68,49,65,48,71,49,44,47,57,51,56,64,20.32,11.081915996985312,20.511547382879684,-2.8190645966381864,-0.970454367715774,0.21962839411686222,-0.9659714281844753
1316,Talen Horton-Tucker,8,WAS,G,25,76,193,37,55,57,50.97235275434998,,5680,1,1,2025,57,63,64,47,40,62,72,59,42,51,46,62,42,35,59,20,8.560806099374448,17.693717858978967,-4.5743732264675785,-2.3436990791345487,0.32371591924777054,2.8896660248846104
1332,Bones Hyland,-1,FA,G,25,74,188,31,40,47,38.85562074591975,,2510,1,1,2025,27,56,47,45,48,71,47,55,52,51,36,39,40,59,31,3.33,4.163104592607224,20.36271449209875,-5.777893307281134,-3.4877730369196174,-14.613097992706722,-14.257670105207806
1335,Jaden Ivey,2,GSW,SG,23,76,193,39,66,76,61.33421349232776,"A,B,Dp,V",8590,1,1,2025,51,84,79,92,63,87,53,60,52,67,37,61,52,68,75,35.83,18.49567497524182,25.497704480559147,1.6277214766982375,-2.3104495077620193,0.5026540605875202,4.659247421891078
1336,Andre Jackson Jr.,7,ATL,SG,24,78,198.1,43,42,51,40.28668815394991,,2040,1,1,2025,51,62,50,46,21,21,35,50,39,44,34,32,50,67,13,3.87,5.610362753068652,7.539069569231356,-4.672868899005559,-1.6359304254592892,12.3120542995635,13.255622115462202
1337,Frank Jackson,5,DET,PG,27,75,190.5,34,48,54,45.363563181510955,,3260,1,1,2025,60,55,51,46,38,51,51,58,49,50,43,49,43,46,58,7.72,6.163617020426376,14.94307065099058,-4.585937176027802,-2.42098060915532,-2.1324532535282397,-5.972845054788579
1343,Kasparas Jakucionis,5,DET,SG,19,78,198.1,40,38,66,37.11454427483892,,7030,1,1,2025,38,54,38,32,43,67,63,57,48,43,25,48,52,57,0,0,0,0,0,0,0,0
1344,Bronny James,17,UTA,SG,21,74,188,33,34,54,33.25749069811018,,1150,0.75,1,2025,25,55,58,20,37,43,40,59,45,38,40,39,46,40,34,5.59,4.289228486804287,17.99823469920429,-6.0115560649898425,-3.0770245128120335,-6.8108979770757285,-14.216934642669116
1346,Sion James,5,DET,SG,23,77,195.6,40,49,59,46.80666861906508,,3320,1,1,2025,46,59,72,48,30,51,54,29,59,49,39,33,46,52,0,0,0,0,0,0,0,0
1348,DeJon Jarreau,19,SA,SG,27,77,195.6,41,58,60,53.02317552410382,3,6610,1,1,2025,62,51,55,46,52,66,48,50,67,45,54,49,68,65,51,21.91,10.973727911246236,21.07915348420411,-1.7372610838851132,-0.7504985793396886,-2.1827472510784998,1.4118523273896453
1352,Daniss Jenkins,-1,FA,PG,24,75,190.5,33,39,50,37.60877090325749,,2320,1,1,2025,32,58,39,28,25,39,68,43,44,41,41,59,57,47,3,1.62,0,16.06800783238315,24.90202742761217,6.1655548204944,68.55456357662753,63.50514074179707
1353,Ty Jerome,-1,FA,SG,28,77,195.6,42,45,46,43.48512321626152,,2940,1,1,2025,43,48,34,41,39,58,58,51,49,42,42,62,59,33,1,2.33,0,0,-6.547490281309097,-3.256107493198664,102.06249971128338,108.57402342433723
1354,Isaiah Joe,-1,FA,SG,26,77,195.6,40,48,51,45.51386520048018,,2930,1,1,2025,39,56,56,36,34,60,50,43,56,48,45,51,43,36,45,3.5,8.762143189804377,13.794676671536484,-3.061616166430105,-2.141830977451235,-1.8267663906105145,-3.5286390107588073
1355,AJ Johnson,21,IND,SG,21,76,193,42,47,66,45.07010698224393,,1150,1,1,2025,27,70,68,31,36,58,49,63,45,49,33,54,52,49,50,4.79,17.708202131779498,16.830795788990887,1.1970064380618277,0.3444619117615231,4.574410254887922,5.902325033288041
1360,David Johnson,22,DAL,G,24,77,195.6,34,56,62,51.77846039697471,,2790,1,1,2025,53,58,46,51,38,56,48,50,51,56,56,60,52,61,70,8.9,9.054057168050871,15.79127783372238,-3.534557410894127,-0.49736643530431124,-5.8651887822231705,-6.277582913325777
1363,Keon Johnson,1,NYK,SG,23,77,195.6,38,59,68,54.00880935582713,"A,Dp",7510,1,1,2025,61,66,86,64,50,51,32,45,41,49,55,47,60,42,59,22.44,10.381176175269887,15.63265969058545,-3.079735329807227,0.15936966614760628,4.113027373435555,11.483706777542796
1366,Tre Johnson,18,BKN,SG,19,78,198.1,44,45,65,43.282259766619205,3,8380,1,1,2025,30,51,60,46,50,31,61,86,67,54,29,43,37,48,0,0,0,0,0,0,0,0
1367,Rokas Jokubaitis,-1,FA,G,25,76,193,37,39,49,37.611610834668596,,2510,1,1,2025,22,54,38,38,28,50,40,45,46,49,39,54,54,39,0,0,0,0,0,0,0,0
1369,Colby Jones,16,POR,SG,23,78,198.1,44,46,56,43.76438365045201,,2610,1,1,2025,46,55,53,33,39,59,39,64,47,41,39,57,48,49,13,2.71,7.776851669705214,17.609514565948878,-4.911523440853126,-2.9023911728740215,1.3547142435937736,3.4846832982703995
1370,Curtis Jones,0,BOS,G,24,77,195.6,37,39,50,37.995646487950395,,1300,1,1,2025,33,58,47,15,30,35,63,62,59,47,40,42,38,54,0,0,0,0,0,0,0,0
1377,Kam Jones,-1,FA,G,23,76,193,41,38,47,37.11454427483892,,1440,1,1,2025,43,50,44,31,41,14,42,63,48,50,34,39,51,52,0,0,0,0,0,0,0,0
1380,Tre Jones,-1,FA,PG,25,73,185.4,26,42,47,40.33499034296173,,2720,1,1,2025,28,59,54,34,26,48,47,32,26,53,53,55,60,13,0,0,0,0,0,0,0,0
1382,Johnny Juzang,-1,FA,SG,24,79,200.7,44,34,43,33.18360890947112,,2430,1,1,2025,36,48,27,32,31,39,59,29,48,43,33,49,32,36,5,2.53,11.278319407510299,6.284310963320683,-0.12143299733524415,-1.3144042568812804,-57.008623181830494,-60.20208643746515
1387,Yuki Kawamura,27,TOR,PG,24,68,172.7,7,42,54,40.269265696690624,"3,Ps",1150,1,1,2025,35,63,37,24,33,65,68,62,60,62,40,57,66,42,7,2.33,0.3862499666077542,23.247428209618494,-10.122994173463752,-6.021631593729758,17.62299521789419,16.12788920283183
1388,Trevor Keels,-1,FA,SG,22,77,195.6,37,47,62,44.826601711034826,,2430,1,1,2025,57,59,53,44,37,57,56,58,55,33,46,38,48,50,42,5.45,11.175293171595564,16.92753976363342,-2.5464419468684243,-1.2598682408251598,2.0797907384679317,1.2867360612185996
1390,Miles Kelly,18,BKN,PG,22,78,198.1,44,33,52,32.709033209281586,,1300,1,1,2025,35,48,53,22,32,15,62,61,56,34,32,36,35,52,0,0,0,0,0,0,0,0
1397,Mojave King,-1,FA,SG,23,77,195.6,41,26,38,26.038690112868835,,2350,1,1,2025,38,50,47,26,23,40,37,24,32,27,25,29,30,37,0,0,0,0,-5.105408539042116,-2.5715340789935546,0,-3.7359350659648944
1398,Taevion Kinsey,-1,FA,SG,25,77,195.6,41,35,39,34.055793469602186,,2350,1,1,2025,49,55,53,36,47,63,48,34,22,34,31,41,40,52,0,0,0,0,0,0,0,0
1405,Tyler Kolek,-1,FA,PG,24,73,185.4,29,39,50,37.69898009330181,,2320,1,1,2025,37,54,48,42,35,51,62,69,39,47,37,48,52,46,17,4.23,11.324353751102898,14.698522133865307,-2.180425771925531,-2.354469507412295,-12.761301018890741,-12.00068595823282
1409,Vit Krejci,-1,FA,G,25,80,203.2,48,54,58,51.14831563717896,Ps,3150,1,1,2025,37,52,50,39,42,60,43,48,52,59,39,61,66,50,81,7.82,14.782538884694203,16.167155037100176,1.4891849221035507,0.052182941470612754,7.027548366405653,3.561668508132613
1416,Chaz Lanier,-1,FA,SG,24,76,193,43,38,50,37.11454427483892,3,1440,1,1,2025,32,52,48,34,37,26,56,60,64,47,30,37,36,47,0,0,0,0,0,0,0,0
1418,Pelle Larsson,19,SA,SG,24,77,195.6,44,40,52,38.561218383702155,,1150,1,1,2025,37,49,32,39,27,63,50,49,51,48,36,40,43,40,19,3.71,9.947035424744767,18.94927791879811,-1.8440175759334685,-2.071960920058648,-4.749078633874532,-1.581972662248328
1419,A.J. Lawson,20,DEN,SG,25,78,198.1,45,55,58,51.623833949868924,,3220,1,1,2025,33,70,53,41,31,77,42,54,50,58,40,57,54,43,79,10.21,12.645205163376035,19.49942941939231,-1.1187991034725666,-1.1133587513991126,-4.1930635596388495,-0.8711028815994042
1421,Jalen Lecque,10,OKC,G,25,76,193,37,53,59,49.702375169506,,2340,1,1,2025,40,63,66,51,24,59,62,51,54,53,47,47,38,35,69,7.78,8.280539548255632,15.68383486423799,-3.9541684235946035,-1.9008794220139706,3.019991013194716,3.621632003605912
1422,Saben Lee,6,PHI,PG,26,74,188,30,74,77,68.37507941665419,"3,B,Dp,Ps,V",11810,1,1,2025,58,69,59,87,63,80,70,76,75,75,71,76,73,66,61,37.16,22.873622922647755,26.46145091503383,6.30538811766686,2.4413456673885765,9.014727762721252,4.848552323853339
1424,Kira Lewis Jr.,-1,FA,PG,24,73,185.4,33,44,54,42.06416428964151,,2720,1,1,2025,32,59,49,55,47,49,55,42,33,44,46,58,51,33,0,0,0,0,0,0,0,0
1426,Scottie Lewis,-1,FA,SG,25,77,195.6,37,48,54,45.61219990606803,,2510,1,1,2025,44,60,65,46,31,55,63,42,51,38,57,44,25,44,0,0,0,0,0,0,0,0
1435,Caleb Love,3,SAC,SG,24,76,193,41,43,55,41.52005534039627,,1300,1,1,2025,44,63,61,41,45,22,53,84,42,49,27,48,42,51,0,0,0,0,0,0,0,0
1441,Daryl Macon,8,WAS,G,30,74,188,42,50,50,46.81906996523663,,4710,1,1,2025,63,43,39,52,48,51,59,42,60,46,42,55,50,54,57,8.18,7.390074999442579,16.634789267001004,-4.039250502308459,-2.9593826693346337,-8.60240256247882,-7.8122784705745945
1444,Théo Maledon,18,BKN,PG,24,76,193,40,61,67,56.995184114894165,Ps,16180,1,1,2025,39,58,56,66,40,61,59,53,57,70,55,59,63,48,80,30.93,16.000247321818282,15.987897814590337,2.224786496540709,1.4462815775481026,4.491702924814904,-1.7046768423127112
1447,Karim Mané,20,DEN,PG,25,75,190.5,41,56,59,52.47601195367935,,4970,1,1,2025,58,54,52,50,46,63,58,70,52,53,47,60,56,36,71,11.02,12.861121832381777,19.303737783526973,-0.5650145787235514,-1.068055330426228,-0.7306186843874538,3.4501436889726373
1448,Kyle Mangas,-1,FA,PG,26,76,193,37,39,45,37.995646487950395,,1300,1,1,2025,26,54,39,27,28,46,43,58,59,47,38,51,56,30,0,0,0,0,0,0,0,0
1449,Nico Mannion,19,SA,PG,24,74,188,31,57,65,54.82286546441076,Ps,7930,1,1,2025,47,46,30,54,39,66,66,61,49,77,50,68,69,55,51,28.36,17.57474777494069,19.06963255352999,2.252275991087358,0.33001702996203,-4.86027578958934,-2.6264030744363396
1451,Tre Mann,20,DEN,PG,24,75,190.5,33,59,64,56.222972120904195,"3,V",8320,1,1,2025,42,65,52,51,50,74,66,67,69,70,42,62,56,71,57,27.41,18.1561873807273,24.151070065196777,3.3545884668821078,0.10534461256404803,-4.45110729884179,-1.5717150768747392
1452,Chris Mañon,-1,FA,G,24,77,195.6,41,39,48,37.995646487950395,,1440,1,1,2025,44,51,29,27,29,49,55,45,49,40,43,54,41,31,0,0,0,0,0,0,0,0
1455,Alijah Martin,-1,FA,SG,24,74,188,38,38,47,37.11454427483892,,1440,1,1,2025,56,54,47,27,34,35,51,48,44,36,43,39,38,41,0,0,0,0,0,0,0,0
1459,Jeremiah Martin,-1,FA,PG,29,75,190.5,30,56,56,53.27262298982916,"B,Ps",4340,1,1,2025,54,63,54,46,41,77,50,69,46,55,44,75,64,53,66,26.63,14.41467472219365,21.221047311386684,0.2076335558813076,-0.34020668924011144,-8.188600860746384,2.7682089433993298
